episode,reward,steps
709.0,78.0,571.0
710.0,28.0,1088.0
711.0,71.0,652.0
712.0,50.0,824.0
713.0,71.0,735.0
714.0,44.0,920.0
715.0,54.0,885.0
716.0,73.0,562.0
717.0,62.0,734.0
718.0,72.0,514.0
719.0,60.0,789.0
720.0,98.0,322.0
721.0,49.0,910.0
722.0,70.0,622.0
723.0,53.0,742.0
724.0,73.0,563.0
725.0,37.0,930.0
726.0,64.0,639.0
727.0,55.0,1170.0
728.0,90.0,409.0
729.0,62.0,735.0
730.0,50.0,881.0
731.0,89.0,380.0
732.0,74.0,704.0
733.0,54.0,851.0
734.0,91.0,467.0
735.0,82.0,566.0
736.0,74.0,642.0
737.0,76.0,524.0
738.0,63.0,785.0
739.0,87.0,519.0
740.0,81.0,480.0
741.0,56.0,782.0
742.0,13.0,1285.0
743.0,76.0,581.0
744.0,90.0,333.0
745.0,51.0,785.0
746.0,64.0,681.0
747.0,86.0,483.0
748.0,89.0,368.0
749.0,55.0,842.0
750.0,85.0,446.0
751.0,30.0,1103.0
752.0,70.0,679.0
753.0,78.0,537.0
754.0,40.0,1132.0
755.0,44.0,894.0
756.0,75.0,597.0
757.0,58.0,854.0
758.0,68.0,582.0
759.0,67.0,637.0
760.0,59.0,705.0
761.0,40.0,750.0
762.0,70.0,736.0
763.0,54.0,871.0
764.0,44.0,1075.0
765.0,93.0,375.0
766.0,67.0,776.0
767.0,84.0,471.0
768.0,52.0,1005.0
769.0,58.0,1233.0
770.0,68.0,659.0
771.0,71.0,603.0
772.0,61.0,803.0
773.0,71.0,704.0
774.0,34.0,1026.0
775.0,66.0,634.0
776.0,54.0,819.0
777.0,55.0,936.0
778.0,73.0,585.0
779.0,94.0,359.0
780.0,88.0,403.0
781.0,69.0,651.0
782.0,61.0,770.0
783.0,49.0,855.0
784.0,81.0,529.0
785.0,74.0,593.0
786.0,45.0,965.0
787.0,76.0,457.0
788.0,64.0,646.0
789.0,90.0,397.0
790.0,100.0,239.0
791.0,88.0,475.0
792.0,86.0,471.0
793.0,80.0,551.0
794.0,80.0,478.0
795.0,75.0,548.0
796.0,48.0,960.0
797.0,63.0,662.0
798.0,87.0,365.0
799.0,75.0,584.0
800.0,100.0,252.0
